"Bezirk (>>) / Gemeinde (......)","Fläche Total 2013/18","-10 Künstlich angelegte Flächen 2013/18",">>10.11 Befestigte Flächen 2013/18",">>10.12 Gebäude 2013/18",">>10.13 Treibhäuser 2013/18",">>10.14 Beetstrukturen 2013/18",">>10.15 Rasen 2013/18",">>10.16 Bäume auf künstlich angelegten Flächen 2013/18",">>10.17 Gemischte Kleinstrukturen 2013/18","-20 Gras-, Krautvegetation 2013/18",">>20.21 Gras-, Krautvegetation 2013/18","-30 Gebüschvegetation 2013/18",">>30.31 Gebüsch 2013/18",">>30.32 Verbuschte Flächen 2013/18",">>30.33 Niederstammobst 2013/18",">>30.34 Reben 2013/18",">>30.35 Gärtnerische Dauerkulturen 2013/18","-40 Baumvegetation 2013/18",">>40.41 Geschlossene Baumbestände 2013/18",">>40.42 Waldecken 2013/18",">>40.43 Waldstreifen 2013/18",">>40.44 Aufgelöste Baumbestände 2013/18",">>40.45 Gebüschwaldbestände 2013/18",">>40.46 Lineare Baumbestände 2013/18",">>40.47 Baumgruppen 2013/18","-50 Vegetationslose Flächen 2013/18",">>50.51 Anstehender Fels 2013/18",">>50.52 Lockergestein 2013/18",">>50.53 Versteinte Flächen 2013/18","-60 Wasser und Feuchtflächen 2013/18",">>60.61 Wasser 2013/18",">>60.62 Gletscher, Firn 2013/18",">>60.63 Nassstandorte 2013/18",">>60.64 Schilfbestände 2013/18"
"5405",1522,156,83,15,0,1,32,12,13,427,427,66,18,48,0,0,0,789,515,6,35,72,84,17,60,68,18,32,18,16,4,0,12,0
"5406",1415,70,39,8,0,3,12,7,1,250,250,51,21,28,0,2,0,890,691,1,16,88,53,7,34,141,65,35,41,13,13,0,0,0
"5407",1854,133,53,24,0,1,36,12,7,698,698,69,18,51,0,0,0,710,534,4,10,77,7,20,58,238,70,51,117,6,2,0,4,0
"5408",1037,89,58,14,0,1,5,3,8,417,417,44,30,12,0,0,2,340,285,7,22,5,0,10,11,13,0,11,2,134,35,0,32,67
"5409",5953,564,253,81,0,13,141,43,33,2080,2080,401,89,174,3,117,18,2754,1881,13,121,287,115,90,247,84,14,36,34,70,42,0,27,1
"5410",6408,168,113,20,0,0,28,4,3,2368,2368,354,165,189,0,0,0,2861,1863,24,113,370,193,72,226,354,110,81,163,303,120,0,183,0
"5411",6163,188,113,24,0,1,38,7,5,2017,2017,316,101,215,0,0,0,2059,1399,15,86,209,165,60,125,1393,539,589,265,190,21,137,30,2
"5412",218,51,33,9,0,0,5,1,3,152,152,1,0,1,0,0,0,6,0,0,3,0,0,2,1,8,0,6,2,0,0,0,0,0
"5413",643,83,51,11,4,1,10,2,4,328,328,15,6,7,0,0,2,193,179,0,8,2,0,3,1,21,14,2,5,3,2,0,1,0
"5414",3202,196,131,21,0,3,16,14,11,840,840,198,52,81,0,63,2,1765,1456,9,23,115,58,13,91,193,51,62,80,10,6,0,4,0
"5415",1219,109,67,11,7,9,5,4,6,416,416,186,6,14,2,157,7,470,426,2,9,24,0,3,6,14,3,7,4,24,23,0,0,1
"-2222",25955,2463,1404,405,9,71,339,137,98,16934,16934,435,251,83,27,60,14,5609,4419,51,194,208,0,348,389,125,0,96,29,389,103,0,100,186
"5451",1943,293,167,34,0,6,62,16,8,1254,1254,30,15,11,2,0,2,345,244,3,16,7,0,49,26,11,0,6,5,10,8,0,1,1
"5456",1586,125,64,23,2,3,22,5,6,928,928,32,12,9,7,0,4,363,302,2,12,22,0,9,16,5,0,3,2,133,10,0,83,40
"5458",349,51,32,7,0,2,5,3,2,191,191,11,4,5,0,0,2,93,76,1,3,2,0,8,3,1,0,1,0,2,1,0,0,1
"5464",2114,231,117,35,2,10,36,18,13,1346,1346,92,21,4,6,60,1,375,272,0,17,26,0,21,39,6,0,5,1,64,12,0,2,50
"5663",313,20,17,1,0,0,1,0,1,217,217,6,5,0,0,0,1,69,54,1,3,0,0,7,4,1,0,1,0,0,0,0,0,0
"5665",514,29,18,6,0,2,3,0,0,384,384,10,10,0,0,0,0,90,71,3,2,6,0,5,3,1,0,0,1,0,0,0,0,0
"5669",497,28,18,5,0,0,1,3,1,380,380,2,1,1,0,0,0,85,56,1,7,3,0,10,8,1,0,1,0,1,1,0,0,0
"5671",325,18,7,2,0,2,2,1,4,222,222,1,0,0,1,0,0,83,67,1,0,0,0,4,11,1,0,1,0,0,0,0,0,0
"5673",478,27,18,4,0,2,2,0,1,304,304,13,13,0,0,0,0,130,100,2,4,3,0,8,13,4,0,2,2,0,0,0,0,0
"5674",347,14,9,3,0,0,0,1,1,270,270,2,0,0,2,0,0,60,48,0,2,2,0,5,3,1,0,0,1,0,0,0,0,0
"5675",1929,187,101,34,0,4,29,10,9,1174,1174,23,17,5,0,0,1,530,434,7,27,15,0,21,26,5,0,5,0,10,8,0,2,0
"5678",1565,211,116,45,0,4,27,12,7,745,745,44,26,13,5,0,0,535,432,8,16,23,0,31,25,14,0,9,5,16,15,0,0,1
"5683",181,14,7,1,0,0,3,3,0,144,144,0,0,0,0,0,0,23,18,0,0,1,0,2,2,0,0,0,0,0,0,0,0,0
"5684",106,3,1,1,0,0,1,0,0,95,95,0,0,0,0,0,0,8,3,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0
"5688",253,19,13,1,0,1,2,1,1,142,142,8,7,1,0,0,0,83,60,0,5,10,0,4,4,0,0,0,0,1,1,0,0,0
"5690",419,14,9,2,0,2,0,0,1,294,294,12,11,1,0,0,0,99,80,0,1,4,0,8,6,0,0,0,0,0,0,0,0,0
"5692",327,37,18,8,0,0,4,2,5,210,210,5,4,1,0,0,0,71,56,0,2,5,0,4,4,1,0,0,1,3,3,0,0,0
"5785",794,42,28,9,0,0,1,4,0,419,419,33,30,3,0,0,0,298,244,0,13,14,0,18,9,2,0,1,1,0,0,0,0,0
"5798",476,31,18,2,0,1,6,3,1,336,336,5,4,1,0,0,0,103,68,2,4,5,0,12,12,1,0,1,0,0,0,0,0,0
"5803",668,38,27,3,0,2,4,1,1,436,436,11,10,1,0,0,0,175,141,2,2,9,0,5,16,1,0,1,0,7,7,0,0,0
"5812",303,12,7,3,0,1,1,0,0,230,230,0,0,0,0,0,0,60,52,1,0,2,0,2,3,0,0,0,0,1,0,0,1,0
"5813",433,39,22,2,0,1,6,3,5,199,199,6,2,0,4,0,0,90,69,2,2,5,0,4,8,1,0,1,0,98,2,0,6,90
"5816",1214,121,74,26,0,1,9,6,5,990,990,14,5,7,0,0,2,63,23,1,7,1,0,20,11,14,0,11,3,12,7,0,5,0
"5817",1022,61,33,14,1,2,8,0,3,804,804,2,1,0,0,0,1,153,126,3,5,3,0,5,11,1,0,0,1,1,0,0,0,1
"5819",261,30,15,7,0,0,3,1,4,157,157,1,0,1,0,0,0,67,54,1,1,3,0,5,3,1,0,0,1,5,4,0,0,1
"5821",305,29,15,6,0,2,4,1,1,254,254,1,1,0,0,0,0,18,0,0,0,0,0,7,11,1,0,1,0,2,2,0,0,0
"5822",2423,428,245,69,0,8,68,31,7,1560,1560,27,20,7,0,0,0,371,285,4,12,7,0,32,31,18,0,16,2,19,18,0,0,1
"5827",377,36,18,5,2,6,4,0,1,263,263,4,2,2,0,0,0,74,55,2,3,1,0,3,10,0,0,0,0,0,0,0,0,0
"5828",311,16,12,1,0,0,1,0,2,228,228,3,3,0,0,0,0,63,54,0,3,0,0,3,3,1,0,1,0,0,0,0,0,0
"5830",769,39,24,7,0,2,2,2,2,535,535,4,3,1,0,0,0,190,161,0,7,3,0,4,15,1,0,1,0,0,0,0,0,0
"5831",3353,220,134,39,2,7,22,10,6,2223,2223,33,24,9,0,0,0,842,714,4,18,26,0,31,49,31,0,28,3,4,4,0,0,0
"-2223",23229,1978,1038,321,6,45,341,122,105,15359,15359,399,329,45,5,0,20,5333,4448,39,141,227,0,212,266,110,1,82,27,50,35,0,13,2
"5471",376,26,15,7,0,1,2,0,1,280,280,3,3,0,0,0,0,57,45,2,2,1,0,3,4,8,0,7,1,2,2,0,0,0
"5472",389,22,10,5,0,0,4,2,1,292,292,1,1,0,0,0,0,68,58,0,1,3,0,3,3,1,0,1,0,5,0,0,5,0
"5473",318,31,15,5,0,0,9,2,0,238,238,4,1,0,1,0,2,43,36,0,5,0,0,2,0,0,0,0,0,2,0,0,2,0
"5480",549,68,40,11,0,1,9,3,4,359,359,5,5,0,0,0,0,106,77,1,6,0,0,12,10,9,0,9,0,2,2,0,0,0
"5487",375,23,16,2,0,0,3,2,0,311,311,0,0,0,0,0,0,39,26,1,2,0,0,6,4,0,0,0,0,2,0,0,2,0
"5489",290,51,26,10,1,0,8,4,2,147,147,3,2,0,0,0,1,89,70,1,1,5,0,4,8,0,0,0,0,0,0,0,0,0
"5495",385,99,39,21,0,2,16,14,7,201,201,2,0,0,1,0,1,77,54,0,6,0,0,11,6,3,0,2,1,3,3,0,0,0
"5496",385,58,28,9,0,3,6,5,7,259,259,6,5,1,0,0,0,55,38,0,4,0,0,10,3,2,0,2,0,5,3,0,1,1
"5501",390,55,28,7,0,0,16,3,1,284,284,7,6,0,1,0,0,43,40,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0
"5503",540,69,37,6,0,0,13,10,3,320,320,8,3,3,1,0,1,136,100,4,8,1,0,15,8,3,0,1,2,4,4,0,0,0
"5511",840,68,33,15,1,2,10,2,5,645,645,7,7,0,0,0,0,113,93,2,2,7,0,4,5,6,0,5,1,1,1,0,0,0
"5512",424,68,39,8,0,2,12,3,4,236,236,5,4,1,0,0,0,112,87,0,3,9,0,6,7,1,0,1,0,2,2,0,0,0
"5514",692,55,35,4,0,0,11,1,4,494,494,18,18,0,0,0,0,122,108,3,1,5,0,1,4,3,0,3,0,0,0,0,0,0
"5515",284,25,8,6,0,0,8,2,1,185,185,3,3,0,0,0,0,67,60,3,1,0,0,1,2,4,0,4,0,0,0,0,0,0
"5516",291,84,26,19,0,2,25,6,6,93,93,2,2,0,0,0,0,111,95,0,4,8,0,1,3,1,0,1,0,0,0,0,0,0
"5518",665,142,67,28,0,2,26,11,8,408,408,9,2,0,0,0,7,97,75,0,2,3,0,4,13,3,0,2,1,6,5,0,0,1
"5520",973,51,29,10,0,0,5,1,6,657,657,15,9,4,0,0,2,246,205,0,8,8,0,12,13,2,0,2,0,2,2,0,0,0
"5521",378,44,20,10,0,1,9,2,2,272,272,4,4,0,0,0,0,58,43,0,4,0,0,8,3,0,0,0,0,0,0,0,0,0
"5522",742,40,22,5,0,4,6,2,1,499,499,12,9,2,0,0,1,187,169,0,2,6,0,2,8,3,0,2,1,1,1,0,0,0
"5523",704,74,28,13,0,1,17,8,7,261,261,17,15,2,0,0,0,346,301,1,2,31,0,0,11,6,0,2,4,0,0,0,0,0
"5527",371,55,29,6,0,1,9,7,3,241,241,2,2,0,0,0,0,72,53,1,5,3,0,3,7,1,0,0,1,0,0,0,0,0
"5529",588,39,25,7,0,0,4,0,3,387,387,12,10,1,1,0,0,147,118,0,5,8,0,6,10,3,0,2,1,0,0,0,0,0
"5530",576,40,29,4,2,0,2,1,2,419,419,1,0,1,0,0,0,112,88,1,5,1,0,7,10,3,0,3,0,1,1,0,0,0
"5531",571,28,16,4,0,2,3,2,1,362,362,15,9,6,0,0,0,165,131,1,4,14,0,5,10,0,0,0,0,1,1,0,0,0
"5533",499,40,21,7,0,0,12,0,0,281,281,21,21,0,0,0,0,155,137,0,6,7,0,4,1,2,0,0,2,0,0,0,0,0
"5534",199,23,13,4,0,0,4,0,2,137,137,4,4,0,0,0,0,33,31,0,1,0,0,1,0,2,0,2,0,0,0,0,0,0
"5535",414,33,19,5,0,2,6,1,0,328,328,2,2,0,0,0,0,50,35,0,5,1,0,7,2,0,0,0,0,1,1,0,0,0
"5537",714,56,38,5,0,2,9,1,1,544,544,11,10,0,0,0,1,98,80,0,5,2,0,3,8,5,0,5,0,0,0,0,0,0
"5539",896,45,29,8,0,0,4,2,2,623,623,19,16,3,0,0,0,208,186,0,1,2,0,5,14,1,0,1,0,0,0,0,0,0
"5540",1184,88,45,15,1,5,14,4,4,835,835,15,14,1,0,0,0,244,216,3,7,6,0,6,6,1,0,1,0,1,1,0,0,0
"5541",1067,63,31,6,0,0,18,6,2,772,772,6,6,0,0,0,0,220,189,4,2,10,0,6,9,2,0,2,0,4,3,0,1,0
"5661",341,18,9,3,0,2,2,1,1,209,209,5,5,0,0,0,0,108,96,1,2,6,0,1,2,1,0,1,0,0,0,0,0,0
"5680",338,20,13,3,0,0,3,1,0,212,212,3,3,0,0,0,0,101,87,0,0,7,0,5,2,2,1,1,0,0,0,0,0,0
"5693",3349,164,86,31,0,8,19,10,10,2316,2316,80,62,14,0,0,4,768,647,2,14,43,0,22,40,20,0,14,6,1,0,0,1,0
"5804",1770,92,62,8,0,2,15,2,3,1022,1022,72,66,6,0,0,0,575,482,6,15,28,0,19,25,8,0,3,5,1,0,0,1,0
"5923",362,21,12,4,1,0,2,1,1,230,230,0,0,0,0,0,0,105,92,1,0,1,0,7,4,3,0,2,1,3,3,0,0,0
"-2224",70114,4354,2522,641,35,105,632,216,203,32695,32695,1242,612,231,52,330,17,30823,24209,125,753,2923,0,845,1968,262,19,148,95,738,242,0,364,132
"5551",747,39,23,7,0,1,7,0,1,328,328,48,11,1,0,35,1,329,281,0,9,15,0,9,15,0,0,0,0,3,3,0,0,0
"5552",1688,81,45,9,0,2,18,6,1,829,829,10,7,3,0,0,0,760,476,7,22,130,0,22,103,7,0,5,2,1,1,0,0,0
"5553",391,47,22,6,0,3,9,5,2,171,171,31,3,2,0,26,0,140,127,0,3,2,0,2,6,0,0,0,0,2,2,0,0,0
"5554",1138,71,47,5,0,1,7,7,4,238,238,68,9,11,0,48,0,755,673,3,26,26,0,14,13,6,1,2,3,0,0,0,0,0
"5555",407,38,24,2,0,0,6,5,1,160,160,37,9,3,0,25,0,170,147,1,4,7,0,2,9,1,0,1,0,1,1,0,0,0
"5556",682,20,13,5,0,1,1,0,0,408,408,13,0,1,0,12,0,240,142,0,10,46,0,5,37,0,0,0,0,1,1,0,0,0
"5557",793,15,11,4,0,0,0,0,0,367,367,6,2,4,0,0,0,403,301,0,7,52,0,7,36,1,0,1,0,1,0,0,0,1
"5559",476,30,16,3,0,0,4,1,6,273,273,4,4,0,0,0,0,166,156,0,1,2,0,4,3,1,0,0,1,2,2,0,0,0
"5560",346,11,6,2,0,0,2,1,0,151,151,8,4,1,0,0,3,176,131,0,5,16,0,8,16,0,0,0,0,0,0,0,0,0
"5561",785,163,85,21,0,5,32,11,9,507,507,22,5,6,0,10,1,78,38,1,13,1,0,12,13,4,0,3,1,11,2,0,1,8
"5562",552,19,12,0,0,0,6,1,0,138,138,4,2,2,0,0,0,389,326,0,5,38,0,10,10,2,1,0,1,0,0,0,0,0
"5563",321,13,8,3,0,1,0,0,1,107,107,5,5,0,0,0,0,194,174,0,3,10,0,3,4,2,0,2,0,0,0,0,0,0
"5564",201,10,7,1,0,0,2,0,0,91,91,1,0,1,0,0,0,99,86,0,4,5,0,0,4,0,0,0,0,0,0,0,0,0
"5565",514,36,13,9,0,1,6,5,2,190,190,32,3,7,0,22,0,250,230,1,2,5,0,3,9,5,0,3,2,1,1,0,0,0
"5566",3186,60,54,3,0,0,3,0,0,1744,1744,10,7,3,0,0,0,1369,964,4,89,88,0,95,129,3,1,2,0,0,0,0,0,0
"5568",3936,234,127,42,0,3,42,13,7,1598,1598,70,57,13,0,0,0,1955,1554,6,38,192,0,27,138,8,0,3,5,71,4,0,67,0
"5571",1432,47,25,5,0,2,7,4,4,585,585,9,7,2,0,0,0,786,604,1,20,71,0,37,53,5,1,3,1,0,0,0,0,0
"5741",581,25,11,7,0,1,4,0,2,226,226,17,14,1,0,0,2,307,227,4,3,45,0,5,23,6,0,4,2,0,0,0,0,0
"5742",547,26,17,3,0,2,4,0,0,331,331,9,1,3,0,5,0,177,152,0,4,12,0,2,7,0,0,0,0,4,4,0,0,0
"5743",763,42,27,8,0,0,4,1,2,517,517,50,8,1,0,41,0,147,119,1,5,7,0,6,9,0,0,0,0,7,4,0,2,1
"5744",911,74,48,9,0,2,12,0,3,364,364,22,19,3,0,0,0,440,324,3,18,61,0,12,22,1,0,1,0,10,9,0,1,0
"5745",2250,73,50,10,0,0,8,2,3,902,902,73,57,13,2,1,0,1173,960,7,11,103,0,12,80,26,3,13,10,3,2,0,1,0
"5746",929,67,47,5,0,0,11,4,0,688,688,22,15,5,0,2,0,144,100,0,4,15,0,15,10,3,0,2,1,5,1,0,1,3
"5747",416,14,7,6,0,1,0,0,0,298,298,6,1,5,0,0,0,95,80,0,0,6,0,3,6,3,0,2,1,0,0,0,0,0
"5748",553,31,22,5,0,0,3,1,0,244,244,15,14,1,0,0,0,251,207,0,9,15,0,10,10,8,0,7,1,4,4,0,0,0
"5749",1925,204,112,34,0,6,26,14,12,1296,1296,41,24,7,0,7,3,351,269,1,17,8,0,31,25,6,0,5,1,27,15,0,3,9
"5750",703,21,16,2,0,2,1,0,0,171,171,18,15,3,0,0,0,477,404,1,13,36,0,12,11,9,0,6,3,7,7,0,0,0
"5752",452,20,10,5,0,1,3,1,0,209,209,4,2,2,0,0,0,217,190,0,3,13,0,5,6,1,0,1,0,1,1,0,0,0
"5754",932,26,16,5,0,1,2,1,1,438,438,20,17,3,0,0,0,443,370,2,4,32,0,10,25,5,0,4,1,0,0,0,0,0
"5755",1062,44,34,7,0,0,2,0,1,510,510,26,18,8,0,0,0,474,319,0,15,68,0,12,60,8,0,6,2,0,0,0,0,0
"5756",303,30,17,5,0,1,6,1,0,161,161,8,3,2,0,3,0,101,79,0,3,4,0,9,6,2,0,2,0,1,1,0,0,0
"5757",1204,235,122,36,0,6,40,13,18,859,859,30,1,1,2,25,1,58,16,0,4,8,0,14,16,5,0,3,2,17,17,0,0,0
"5758",511,16,9,3,0,0,2,1,1,231,231,12,10,2,0,0,0,249,208,0,6,12,0,8,15,3,0,2,1,0,0,0,0,0
"5759",606,15,9,2,0,0,3,0,1,282,282,17,15,2,0,0,0,287,189,3,18,38,0,19,20,5,0,4,1,0,0,0,0,0
"5760",988,48,35,5,0,1,2,2,3,570,570,39,19,1,0,19,0,329,222,4,9,57,0,13,24,2,0,0,2,0,0,0,0,0
"5761",697,30,23,2,0,1,2,1,1,189,189,11,8,3,0,0,0,466,411,0,7,19,0,10,19,0,0,0,0,1,1,0,0,0
"5762",148,15,10,2,0,0,2,0,1,93,93,0,0,0,0,0,0,33,18,2,0,6,0,4,3,6,0,6,0,1,0,0,1,0
"5763",635,37,25,4,0,2,5,0,1,502,502,24,3,2,1,17,1,72,31,0,9,12,0,15,5,0,0,0,0,0,0,0,0,0
"5764",2317,185,115,25,0,5,27,3,10,521,521,51,41,10,0,0,0,1518,1235,4,27,170,0,34,48,19,6,8,5,23,21,0,2,0
"5765",1318,38,28,6,0,1,2,0,1,623,623,19,16,3,0,0,0,629,442,3,18,86,0,31,49,6,0,2,4,3,3,0,0,0
"5766",510,39,25,9,0,1,3,0,1,242,242,13,10,1,0,0,2,215,184,2,3,15,0,7,4,1,0,1,0,0,0,0,0,0
"5871",3191,110,66,12,0,1,24,5,2,1089,1089,8,6,2,0,0,0,1931,1289,8,45,359,0,37,193,11,1,3,7,42,28,0,12,2
"5872",9919,272,153,42,1,6,44,16,10,2651,2651,18,13,5,0,0,0,6704,5368,15,74,767,0,59,421,29,1,7,21,245,13,0,223,9
"5873",3252,91,67,6,0,1,12,3,2,1101,1101,13,10,3,0,0,0,1948,1617,14,40,161,0,37,79,12,2,5,5,87,42,0,41,4
"5902",650,38,28,5,0,2,3,0,0,484,484,2,0,2,0,0,0,123,109,1,2,1,0,3,7,1,0,1,0,2,2,0,0,0
"5903",431,21,17,2,0,1,0,1,0,284,284,6,2,4,0,0,0,111,94,1,6,1,0,3,6,6,0,6,0,3,3,0,0,0
"5904",286,45,35,4,0,0,6,0,0,155,155,5,1,3,0,1,0,79,52,1,10,2,0,10,4,1,0,0,1,1,0,0,1,0
"5905",900,58,36,4,7,2,6,3,0,604,604,24,12,2,0,10,0,213,170,2,6,13,0,10,12,0,0,0,0,1,1,0,0,0
"5907",401,24,15,3,0,2,3,1,0,326,326,1,0,1,0,0,0,46,37,1,0,3,0,0,5,2,1,1,0,2,1,0,0,1
"5908",207,10,7,1,0,0,1,1,0,146,146,0,0,0,0,0,0,50,42,2,2,2,0,2,0,0,0,0,0,1,0,0,1,0
"5909",602,49,20,3,0,0,9,8,9,143,143,52,28,7,17,0,0,292,249,2,9,8,0,8,16,2,0,1,1,64,3,0,3,58
"5910",658,37,27,3,0,1,5,0,1,390,390,18,4,6,8,0,0,207,186,1,6,4,0,6,4,4,0,2,2,2,2,0,0,0
"5911",460,24,18,3,0,0,2,0,1,302,302,12,2,2,8,0,0,122,107,1,4,0,0,4,6,0,0,0,0,0,0,0,0,0
"5912",429,21,14,4,0,0,2,1,0,334,334,1,1,0,0,0,0,73,67,0,1,1,0,2,2,0,0,0,0,0,0,0,0,0
"5913",897,53,24,9,0,4,10,2,4,620,620,9,4,5,0,0,0,209,177,1,16,3,0,6,6,2,0,2,0,4,4,0,0,0
"5914",480,37,26,2,3,0,5,0,1,376,376,7,2,5,0,0,0,57,42,0,3,2,0,7,3,1,0,1,0,2,2,0,0,0
"5919",661,40,23,6,5,1,4,1,0,543,543,14,0,1,0,13,0,61,41,1,3,2,0,8,6,1,0,1,0,2,2,0,0,0
"5921",552,21,14,4,0,2,1,0,0,363,363,7,3,4,0,0,0,161,141,0,5,1,0,9,5,0,0,0,0,0,0,0,0,0
"5922",351,77,42,10,10,0,7,5,3,243,243,3,0,2,0,0,1,27,14,1,3,1,0,4,4,1,0,1,0,0,0,0,0,0
"5924",405,23,15,2,0,0,2,1,3,324,324,2,2,0,0,0,0,56,46,1,0,1,0,0,8,0,0,0,0,0,0,0,0,0
"5925",421,18,8,5,0,3,0,1,1,332,332,2,1,1,0,0,0,69,59,1,4,0,0,1,4,0,0,0,0,0,0,0,0,0
"5926",560,37,20,6,3,0,3,2,3,423,423,9,3,3,2,0,1,91,77,0,1,4,0,1,8,0,0,0,0,0,0,0,0,0
"5928",323,22,12,5,0,0,3,0,2,230,230,4,4,0,0,0,0,67,57,0,0,1,0,3,6,0,0,0,0,0,0,0,0,0
"5929",667,29,15,4,0,1,5,2,2,378,378,21,10,10,0,1,0,236,213,0,7,5,0,4,7,3,0,2,1,0,0,0,0,0
"5930",413,15,8,4,0,0,2,0,1,342,342,5,0,0,1,4,0,48,38,0,1,0,0,8,1,0,0,0,0,3,3,0,0,0
"5931",207,23,13,1,1,0,3,1,4,172,172,2,0,0,1,1,0,8,0,0,0,0,0,3,5,0,0,0,0,2,2,0,0,0
"5932",339,16,10,2,0,2,1,0,1,251,251,5,2,0,3,0,0,67,54,0,1,4,0,3,5,0,0,0,0,0,0,0,0,0
"5933",226,29,15,4,0,0,4,3,3,131,131,9,5,1,0,2,1,54,43,0,2,4,0,0,5,3,0,3,0,0,0,0,0,0
"5934",286,10,5,0,0,4,1,0,0,215,215,2,0,1,1,0,0,59,50,1,1,1,0,2,4,0,0,0,0,0,0,0,0,0
"5935",88,7,4,0,0,0,3,0,0,66,66,1,0,1,0,0,0,14,12,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
"5937",309,10,6,0,0,0,2,2,0,95,95,6,3,3,0,0,0,196,167,1,4,9,0,6,9,1,0,0,1,1,1,0,0,0
"5938",1353,644,300,130,5,17,107,47,38,535,535,8,3,4,1,0,0,130,77,2,11,4,0,28,8,6,0,4,2,30,17,0,1,12
"5939",1334,154,86,23,0,1,26,6,12,695,695,41,25,11,5,0,0,402,348,6,15,5,0,11,17,6,1,4,1,36,9,0,3,24
"-2225",6510,2565,1115,481,2,32,450,367,118,1702,1702,166,96,24,15,0,31,2033,1680,6,78,112,0,103,54,34,0,33,1,10,10,0,0,0
"5582",456,109,56,14,1,1,22,10,5,264,264,16,4,0,0,0,12,62,52,0,0,5,0,5,0,5,0,5,0,0,0,0,0,0
"5584",461,255,89,27,0,3,62,56,18,70,70,6,4,2,0,0,0,128,91,3,7,6,0,10,11,2,0,2,0,0,0,0,0,0
"5585",192,86,21,10,0,0,27,18,10,66,66,11,2,3,0,0,6,28,9,0,5,0,0,12,2,1,0,1,0,0,0,0,0,0
"5586",4138,1713,761,363,1,22,266,238,62,675,675,97,70,15,1,0,11,1622,1407,2,46,91,0,52,24,21,0,21,0,10,10,0,0,0
"5587",971,297,134,49,0,6,54,35,19,464,464,29,14,4,9,0,2,179,117,1,19,10,0,18,14,2,0,2,0,0,0,0,0,0
"5592",292,105,54,18,0,0,19,10,4,163,163,7,2,0,5,0,0,14,4,0,1,0,0,6,3,3,0,2,1,0,0,0,0,0
"-2226",14012,2124,1026,299,4,45,327,237,186,7623,7623,797,177,42,11,545,22,3317,2498,20,162,98,0,297,242,53,1,47,5,98,72,0,12,14
"5581",262,85,28,15,0,1,15,12,14,77,77,9,4,2,0,3,0,83,65,0,1,2,0,9,6,8,0,7,1,0,0,0,0,0
"5588",50,40,9,5,0,1,10,6,9,1,1,3,1,0,0,2,0,6,1,0,2,0,0,2,1,0,0,0,0,0,0,0,0,0
"5590",591,314,128,55,0,0,45,56,30,111,111,14,4,3,0,7,0,147,122,0,4,6,0,6,9,2,0,2,0,3,3,0,0,0
"5601",218,56,31,5,0,4,6,7,3,83,83,35,3,0,0,32,0,44,15,0,8,1,0,14,6,0,0,0,0,0,0,0,0,0
"5604",1848,129,69,25,0,1,19,9,6,1185,1185,42,35,5,1,0,1,489,402,1,16,22,0,18,30,2,0,1,1,1,1,0,0,0
"5606",841,291,118,50,1,5,40,40,37,221,221,159,25,6,0,119,9,165,108,1,10,5,0,25,16,3,0,3,0,2,2,0,0,0
"5607",2284,222,121,28,0,6,43,12,12,1322,1322,96,15,5,0,76,0,580,444,1,30,8,0,51,46,4,1,2,1,60,53,0,0,7
"5609",29,8,5,2,0,1,0,0,0,1,1,20,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5610",87,22,16,2,0,1,1,1,1,23,23,28,1,0,0,27,0,13,4,0,4,0,0,3,2,1,0,1,0,0,0,0,0,0
"5611",1609,183,79,15,0,9,36,25,19,879,879,46,31,7,0,0,8,488,385,4,17,14,0,42,26,12,0,11,1,1,1,0,0,0
"5613",967,224,130,22,0,7,19,29,17,307,307,278,3,5,10,259,1,151,88,3,12,2,0,24,22,4,0,3,1,3,2,0,0,1
"5790",442,28,14,0,0,2,3,6,3,293,293,0,0,0,0,0,0,102,81,4,5,2,0,5,5,2,0,2,0,17,1,0,10,6
"5792",416,33,14,1,0,0,12,5,1,168,168,16,14,1,0,0,1,197,180,1,1,7,0,1,7,1,0,1,0,1,0,0,1,0
"5799",628,97,42,17,0,1,15,8,14,403,403,4,2,0,0,0,2,121,91,0,1,7,0,16,6,3,0,3,0,0,0,0,0,0
"5805",2629,278,151,43,3,3,44,17,17,1808,1808,26,20,6,0,0,0,499,343,4,38,16,0,58,40,8,0,8,0,10,9,0,1,0
"5806",1111,114,71,14,0,3,19,4,3,741,741,21,19,2,0,0,0,232,169,1,13,6,0,23,20,3,0,3,0,0,0,0,0,0
"-2227",37307,3420,1811,512,27,101,542,273,154,19016,19016,1728,341,89,405,871,22,12741,10237,47,306,938,0,498,715,306,5,171,130,96,56,0,24,16
"5422",1436,173,96,32,0,4,25,9,7,700,700,148,5,3,31,108,1,406,326,5,14,13,0,20,28,4,0,4,0,5,5,0,0,0
"5423",841,40,26,3,0,2,5,2,2,536,536,22,18,3,1,0,0,236,219,1,2,6,0,2,6,1,0,1,0,6,1,0,0,5
"5424",964,22,14,2,0,1,3,0,2,328,328,9,8,1,0,0,0,588,456,1,0,90,0,2,39,17,0,5,12,0,0,0,0,0
